thought ,"① 焦点,② 数字,③ 考え,④ 問題",3
knowledge ,"① 目的,② 知識,③ 角度,④ 眺め",2
memory ,"① 記憶（力）,② 経済,③ 証拠,④ 主張",1
practice ,"① 医薬,② 問題（点）,③ 実践,④ 実験",3
benefit ,"① 利益,② 科学技術,③ 環境,④ 価値",1
theory ,"① 技能,② 学説,③ 価値,④ 影響（力）",2
issue ,"① 問題（点）,② 影響（力）,③ 状況,④ 著者",1
experiment ,"① 問題（点）,② 影響,③ 実験,④ （専門）用語",3
article ,"① （専門）用語,② 影響（力）,③ 記事,④ 理論",3
focus ,"① 産業,② 記事,③ 焦点,④ 話題",3
subject ,"① 影響,② 見解,③ 科学技術,④ 話題",4
project ,"① 予言,② 計画,③ 使い走り,④ たんぱく質",2
quality ,"①質,② 機会,③ 利益,④ 科学技術",1
role ,"① 岩石,② さお,③棒,④ 役割",4
term ,"① 環境,② 利益,③ （専門）用語,④ 見解",3
statement ,"① 話題,② 状況,③ 技能,④ 声明",4
material ,"① 理論,② 経済,③ 材料,④ 影響",3
evidence ,"① 主張,② 記事,③ 影響,④ 証拠",4
source ,"①源,② 空間,③ 入口,④球",1
community ,"①国,② 慈善,③ 地区,④ （共同）社会",4
technology ,"① 科学技術,② 価値,③質,④ 機会",1
culture ,"① 構造,② 文学,③ 手触り,④ 文化",4
appropriate ,"① 適切な,② 忍耐強い,③ 普通の,④ 社会的な",1
likely ,"① 社会的な,② 手に入る,③ 科学的な,④ ありそうな",4
possible ,"① 可能な,② 全般的な,③ 身体の,④ 確信して",1
individual ,"① 公の,② 全般的な,③ 社会的な,④ 個々の",4
public ,"① 社会的な,② 公の,③ 手に入る,④ ありそうな",2
common ,"① 最近の,② 共通の,③ 手に入る,④ 社会的な",2
certain ,"① 公の,② 確信して,③ 手に入る,④ 可能な",2
similar ,"① 身体の,② 社会的な,③ 特定の,④ 似ている",4
recent ,"① 最近の,② 似ている,③ 全般的な,④ 普通の",1
major ,"① 主要な,② 年上の,③ 数の,④ 迅速な",1
patient ,"① 特定の,② 忍耐強い,③ 科学的な,④ 出生地の",2
particular ,"① 忍耐強い,② ありそうな,③ 普通の,④ 特定の",4
physical ,"① ありそうな,② 社会的な,③ 身体の,④ 全般的な",3
various ,"① さまざまな,② 忍耐強い,③ 普通の,④ 全般的な",1
available ,"① 可能な,② 公の,③ 確信して,④ 手に入る",4
native ,"① 最近の,② 公の,③ 出生地の,④ 似ている",3
political ,"① 科学的な,② 社会的な,③ 政治（上）の,④ 全般的な",3
due ,"① 公式の,② 特定の,③ 予定された,④ 確信して",3
blank ,"① 全般的な,② ありそうな,③ さまざまな,④ 空白の",4
ancient ,"① 私的な,② 忍耐強い,③ 古代の,④ 最近の",3
correct ,"① 社会的な,② 似ている,③ 正しい,④ 普通の",3
despite ,"① それゆえに,② ～にもかかわらず,③ 結局は,④ いっそう",2
notice ,"① を共有する,② を管理する,③ と主張する,④ に気づく",4
refer ,"① 意見が一致する,② 頼る,③ を減らす,④ 言及する",4
approach ,"① に気づく,② を避ける,③ に近づく,④ に影響を及ぼす",3
wonder ,"① 適応する,② を共有する,③ 増加する,④ かなと思う",4
imagine ,"① に抵抗する,② に思い出させる,③ を公言する,④ （を）想像する",4
recognize ,"① を識別できる,② と仮定する,③ の方を好む,④ に近づく",1
solve ,"① を尋ねる,② を解く,③ を構成する,④ を進化させる",2
occur ,"① と主張する,② をどうにか成し遂げる,③ 言及する,④ 起こる",4
argue ,"① に気づく,② かなと思う,③ と主張する,④ を比較する",3
claim ,"① を提案する,② を保存する,③ に影響を及ぼす,④ と主張する",4
express ,"① に気づく,② を表す,③ と主張する,④ を生産する",2
draw ,"① を救う,② を撮る,③ を引き出す,④ を含む",3
waste ,"① を保存する,② が衰退する,③ を供給する,④ を浪費する",4
advance ,"① を進歩させる,② と主張する,③ に影響を及ぼす,④ を完成させる",1
spread ,"① を共有する,② を提案する,③ を広める,④ を保存する",3
prepare ,"① を準備する,② に近づく,③ を行う,④ の方を好む",1
gain ,"① を維持する,② を供給する,③ を獲得する,④ を共有する",3
achieve ,"① を楽しませる,② を得る,③ を耕す,④ を達成す",4
establish ,"① を確立する,② に近づく,③ をどうにか成し遂げる,④ を決定する",1
supply ,"① を妨げる,② を保存する,③ を申し込む,④ を供給する",4
suppose ,"① を決定する,② と思う,③ と主張する,④ に強いる",2
perform ,"① （を）行う,② を管理する,③ に近づく,④ の方を好む",1
prefer ,"① のように見える,② を見なす,③ かなと思う,④ のほうを好む",4
determine ,"① を維持する,② を関与させる,③ を提案する,④ を決定する",4
treat ,"① を決定する,② を扱う,③ を識別できる,④ を提案する",2
prove ,"① に気づく,② を識別できる,③ を証明する,④ を表現する",3
apply ,"① を許す,② を要求する,③ 起こる,④ を適用［応用］する",4
mention ,"① に言及する,② の方を好む,③ と主張する,④ を広める",1
communicate ,"① 賛成する,② と言い返す,③ を告白する,④ 情報交換をする",4
contain ,"① 増加する,② 存在する,③ 維持する,④ を含む",4
contact ,"① を命令する,② に抵抗する,③ と連絡を取る,④ に耐える",3
regard ,"① を（…と）関連づける,② を見なす,③ かなと思う,④ を要求する",2
respect ,"① に取って代わる,② を要求する,③ を尊敬する,④ を励ます",3
search ,"① を保存する,② を共有する,③ を避ける,④ 捜す",4
connect ,"① に近づく,② をつなぐ,③ を供給する,④ を扱う",2
decline ,"① を表す,② を行なう,③ 減少する,④ を心配する",3
prevent ,"① を妨げる,② を表す,③ を避ける,④ を行な",1
suffer ,"① 頼る,② 生き延びる,③ 言及する,④ 苦しむ",4
survive ,"① 訴える,② を切り抜けて生き残る,③ 反対する,④ 捜す",2
publish ,"① を広める,② を設立する,③ を表現する,④ を出版する",4
opportunity ,"① 環境,② 著者,③ 問題（点）,④ 機会",4
task ,"① 傾向,② 期間,③柱,④ （課せられた）仕事",4
industry ,"① 実験,② 状況,③ 問題（点）,④ 産業",4
medium ,"① 記憶（力）,② 材料,③ 問題,④ （情報伝達の）媒体",4
economy ,"① （専門）用語,② 話題,③ 経済（状態）,④ 数字",3
policy ,"① 福祉,② 問題,③ 伝説,④ 政策",4
account ,"① 説明,② 医薬,③ 記憶（力）,④ （生物の）種",1
trade ,"① 経済,② 産業,③ 焦点,④ 貿易",4
model ,"① のり,② 彫像,③ パンフレット,④ 模範",4
figure ,"① 理論,② 影響（力）,③ 技能,④ 数字",4
cell ,"① 医薬,② 細胞,③ 技能,④ （生物の）種",2
image ,"①薬,② 印象,③ 舞台,④ 悲劇",2
emotion ,"① 考え,② 主張,③ 見解,④ 感情",4
stress ,"① ストレス,② 民話,③ 木材,④ 制限",1
decade ,"① 範囲,② （専門）用語,③ 10年間,④ 数字",3
range ,"① 範囲,② 内容,③ 構造,④ 利",1
character ,"① 空想,② 性格,③ 慈善,④ 作曲家",2
advantage ,"① 価値,② 利点,③ 説明,④ 機能",2
phrase ,"①句,② 散文,③文,④巻",1
damage ,"① 要求,② 損害,③象,④ 文章",2
impact ,"① 情熱,② 欠陥,③ 侮辱,④ 影響",4
method ,"① 考え,② 焦点,③ 構造,④ 方法",4
resource ,"① 方法,② 資源,③ 産業,④ 環境",2
region ,"① 話題,② 環境,③ 地域,④ 状況",3
medicine ,"① 理論,② 影響（力）,③薬,④ 証拠",3
detail ,"① 内容,② （情報伝達の）媒体,③ 記事,④ 詳細（な情報）",4
feature ,"① 価値,② 利点,③ 特徴,④ 機能",3
function ,"① 科学技術,② 機能,③ 構造,④ 技能",2
access ,"① 説明,② 利用,③ （物事の）側面,④ 一致",2
item ,"① 聖像,② 品目,③ 話題,④ 手荷物",2
income ,"① 資源,② 料金,③ 収入,④ 利益",3
attitude ,"① 態度,② 機能,③ 主張,④ 内容",1
site ,"① 仲間,② 用地,③ 切手,④ 光景",2
aspect ,"① （物事の）側面,②見解,③ 価値,④ 利点",1
structure ,"① 理論,② （社会の）慣習,③質,④ 構",4
habit ,"① 燃料,② 習慣,③ 影響,④ 考え方",2
link ,"① 関連,② 絹,③ 調子,④ かぎ",1
instance ,"① （具体的な）例,② 沈黙,③ 政策,④ 理解",1
positive ,"① 可能な,② 忍耐強い,③ 身体の,④ 肯定的な",4
negative ,"① ひどい,② 古代の,③ 反対側の,④ 否定的な",4
complex ,"① 特定の,② 柔軟な,③ 複雑な,④ 古代の",3
current ,"① 正しい,② 忍耐強い,③ 現在の,④ 普通の",3
mental ,"① 政治（上）の,② 反対側の,③ 精神の,④ 身体の",3
specific ,"① 身体の,② 特定の,③ 反対側の,④ 公の",2
significant ,"① 重要な,② 確信して,③ 可能な,④ 忍耐強い",1
essential ,"① 効率的な,② 必要不可欠な,③ 可能な,④ 社会的な",2
official ,"① 最近の,② 古代の,③ 公用の,④ 普通の",3
financial ,"① 必要不可欠な,② 政治（上）の,③ 財政（上）の,④ 化学の",3
academic ,"① 普通の,② 学問の,③ 政治（上）の,④ 公の",2
aware ,"① 誇りに思って,② 特定の,③ 必要不可欠な,④ 気づいて",4
worth ,"① 忍耐強い,② 全般的な,③ に値する,④ 手に入る",3
potential ,"① 柔軟な,② 公正な,③ 潜在的な,④ 私的な",3
active ,"① 公正な,② 全般的な,③ 明らかな,④ 積極的な",4
digital ,"① 歯の,② 精神の,③ デジタル方式の,④ 負",3
mobile ,"① 普通の,② 身体の,③ 適切な,④ 可動［移動］式の",4
novel ,"① 独特の,② 最近の,③ 可動式の,④ 斬新な",4
plastic ,"① の価値がある,② 正しい,③ 柔軟な,④ 特定の",3
chemical ,"① 身体の,② 公式の,③ 化学の,④ 科学的な",3
necessary ,"① 必要な,② 手に入る,③ 重要な,④ ありそうな",1
eventually ,"① その代わりに,② 同時に,③ それゆえに,④ 結局（は）",4
identify ,"① を特定する,② を管理する,③ を提案する,④ を比較する",1
represent ,"① を設立する,② を識別できる,③ を表す,④ を証明する",3
indicate ,"① を調べる,② を指し示す,③ を追い求める,④ を関与させる",2
manage ,"① をびっくりさせる,② をなんとか成し遂げる,③ を向上させる,④ を励ます ",2
attend ,"① に出席する,② 申し込む,③ に近づく,④ 適応する",1
maintain ,"① を供給する,② を生産する,③ を要求する,④ を維持する",4
survey ,"① を提案する,② を満足させる,③ を調査する,④ を動けなくさせる",3
replace ,"① に取って代わる,② を表す,③ を設立する,④ を減らす",1
sort ,"① を除外する,② を選ぶ,③ を省略する,④ を分類する",4
conduct ,"① を破壊する,② （調査・実験など）を実施する,③ を隠す,④ を含む",2
associate ,"① を当然のことと思う,② を試みる,③ を結び付けて考える,④ の意見が一致する ",3
attempt ,"① を試みる,② を行う,③ に近づく,④ を準備する",1
promote ,"① を準備する,② を促進する,③ を妨げる,④ を証明する",2
earn ,"① に耐える,② を供給する,③ と推定する,④ を稼ぐ",4
unite ,"① を団結させる,② を要求する,③ を創造する,④ を吸収する",1
feed ,"① に食べ物［乳］を与える,② を測る,③ に種をまく,④ を避ける",1
seek ,"① を追い求める,② を要求する,③ を共有する,④ を扱う",1
observe ,"① を見なす,② に気づく,③ をどうにか成し遂げる,④ を維持す",2
reveal ,"① を試みる,② を反映する,③ を明らかにする,④ を指し示す",3
estimate ,"① と不平を言う,② と推定する,③ とわかる,④ と主張する",2
reflect ,"① を表す,② を反映する,③ を準備する,④ を見なす",2
attract ,"① に出席する,② を引きつける,③ を扱う,④ を結び付けて考える",2
decrease ,"① 現れる,② 減少する,③ 苦しむ,④ 反応する",2
ignore ,"① を無視する,② …のように見える,③ と主張する,④ を見なす",1
match ,"① （と）合う,② （と）推定する,③ （と）思う,④ （と）主張する",1
define ,"① を含む,② を定義する,③ を反映する,④ を追い求める",2
adapt ,"① 頼る,② 意見が一致する,③ 存在する,④ 適応する",4
contribute ,"① を見なす,② を励ます,③ 貢献する,④ を関与させる",3
exchange ,"① （を）蓄積する,② （を）免除する,③ （を）交換する,④ （に）知らせる ",3
display ,"① を示す,② と不平［苦情］を言う,③ を指し示す,④ 存在する",1
respond ,"① 反映する,② くつろぐ,③ 反応する,④ 頼る",3
hide ,"① を含む,② とわかる,③ を明らかにする,④ を隠す",4
doubt ,"① を無視する,② を維持する,③ を処理する,④ ではないと思う",4
remove ,"① を引きつける,② を妨げる,③ を取り除く,④ を見なす",3
wind ,"① （ねじなど）を巻く,② を構成する,③ を制限する,④ を縛る",1
assume ,"① を明らかにする,② に言及する,③ を当然のことと思う,④ に出席する",3
relax ,"① くつろぐ,② を満足させる,③ を明らかにする,④ と不平［苦情］を言",1
satisfy ,"① を満足させる,② を提案する,③ に成功する,④ を引きつける",1
desire ,"① を強く望む,② を決定する,③ を実施する,④ を満足させる",1
succeed ,"① を表現する,② を向上させる,③ 成功する,④ を供給する",3
concept ,"① 結果,② 概念,③ 気候,④ 昆虫",2
fashion ,"① 事柄,② 流行,③ 戦闘,④ 意見",2
device ,"① 装置,② 材料,③ 機能,④ 構造",1
charge ,"① 料金,② 数字,③ 温度,④ 利益",1
contrast ,"① 対照,② 一致,③ 程度,④ 実験",1
colleague ,"① 聴衆,② （職場の）同僚,③ （関係）当局,④ 個人",2
pain ,"① 細胞,② 原因,③ 跡,④ 苦痛",4
bill ,"① 価値,② 請求書,③ 証拠,④ 範囲",2
content ,"① 記事,② 話題,③ 内容,④ 説明",3
section ,"① 部門,② 土壌,③ 器官,④ 選択肢",1
audience ,"① 記事,② 音,③ 聴衆,④ 著者",3
surface ,"① 構造,② 表面,③ 内容,④ （物事の）側面",2
crop ,"① 燃料,② 範囲,③ 粘土,④ 作物",4
topic ,"① 墓,② 終点,③ 論理,④ 話題",4
technique ,"① 取っ手,② 技術,③ 分析,④ 地質学",2
status ,"① 問題,② 接近,③ 地位,④ 利",3
option ,"① 選択（の自由）,② 機能,③ 機関,④ 説明",1
reward ,"① 報酬,② 権利,③ 価値,④ 利点",1
race ,"① 人種,②跡,③ 計略,④ 道筋",1
crime ,"① 武器,②罪,③ 障壁,④ 部族",2
conflict ,"① 争い,② 問題（点）,③ 対照,④ 権利",1
struggle ,"① 戦略,② 闘い,③ 現象,④ 目標",2
context ,"① 機会,② 状況,③ 傾向,④ 側面",2
debate ,"① 討論,② 組織,③ 決定,④ 参加者",1
fuel ,"① 燃料,② 材料,③ 資源,④ 環境",1
pollution ,"① 環境,② 汚染,③ 状況,④質",2
trend ,"① （物事の）側面,② 状況,③ 進歩,④ 傾向",4
balance ,"① 均衡,② 妨害物,③例,④ 姿勢",1
traffic ,"① 通行人,② 日課,③ 訓練生,④ 交通",4
strategy ,"① 戦略,② 証拠,③ 構造,④ 技能",1
basis ,"① 基礎,② 電池,③ ふた,④源",1
consequence ,"① 利益,② 結果,③ 状況,④ 目標",2
aim ,"① 焦点,② 主張,③ 利点,④ 目的",4
ancestor ,"① 祖先,② 細胞,③ （生物の）種,④ 個人",1
gene ,"① 環境,② 遺伝子,③ 資源,④ 媒",2
track ,"①跡,② 表面,③ （物事の）側面,④ 時代",1
revolution ,"① 進歩,② 方法,③ 革命,④ 時代",3
progress ,"① 進歩,② 収入,③ 方法,④ 範囲",1
cognitive ,"① 明らかな,② 認知の,③ 意識して,④ 出生地の",2
ideal ,"① 明らかな,② 創造的な,③ 理想的な,④ 潜在的な",3
efficient ,"① 効率的な,② 公正な,③ 重要な,④ 適切な",1
universal ,"① 暴力的な,② 理想的な,③ 相対的な,④ 普遍的な",4
vast ,"① 潜在的な,② 莫大な,③ 古代の,④ 相対的な",2
extra ,"① 追加の,② かすかな,③ 小さい方の,④ 外の",1
entire ,"① 最近の,② 公の,③ 全体の,④ 特定の",3
familiar ,"① 特定の,② 精通している,③ 必要不可欠な,④ 似ている",2
obvious ,"① 全般的な,② 活動的な,③ 明らかな,④ 可能な",3
moral ,"① 衛生的な,② 道徳（上）の,③ 社会の,④ 差し迫った",2
ordinary ,"① 特定の,② 一般の,③ 独特の,④ 必要な",2
equal ,"① 緊急の,② 広大な,③ 等しい,④ 手の",3
previous ,"① 以前の,② 明らかな,③ 意識して,④ さまざまな",1
false ,"① 確信して,② 可能な,③ 乾燥した,④ 間違った",4
rare ,"① 特定の,② まれな,③ 気づいて,④ 厳しい",2
legal ,"① 法律の,② 政治（上）の,③ 公の,④ 社会的",1
independent ,"① 誇りに思って,② 意識して,③ 確信して,④ 独立した",4
extreme ,"① 可能な,② 積極的な,③ 極端な,④ 柔軟な",3
actual ,"① 全体の,② 直接の,③ 必要不可欠な,④ 実際の",4
willing ,"① ひどい,② 忍耐強い,③ 目新しい,④ いとわない",4
urban ,"① 最近の,② 特定の,③ 現在の,④ 都市の",4
whereas  ,"① ～するのに（対し）,② ～するものは何でも,③ まだ,④ それにもかかわらず ",1
predict ,"① を予言［予測］する,② を無視する,③ を促進する,④ を保持する",1
examine ,"① を決定する,② を調べる,③ に近づく,④ を管理する",2
trust ,"① を尊敬する,② の方を好む,③ を信頼する,④ を扱う",3
stick ,"① を保存する,② を広める,③ を動けなくする,④ を追い求める",3
emerge ,"① を調べる,② 起こる,③ 現れる,④ を表す",3
vary ,"① を申し込む,② を供給する,③ を特定する,④ さまざまである",4
release ,"① を要求する,② を表す,③ を放出する,④ を取り除く",3
divide ,"① を分ける,② を破壊する,③ を強く望む,④ を疑う",1
enable ,"① 調べる,② 現れる,③ 推定する,④ （人）が…できるようにする",4
judge ,"① （を）認める,② （を）判断する,③ を管理する,④ を強く主張する",2
rely ,"① くつろぐ,② 頼る,③ 反応する,④ 反映する",2
engage ,"① を稼ぐ,② を調べる,③ を従事させる,④ を励ます",3
shift ,"① を手伝う,② を変える,③ を除く,④ を運ぶ",2
adopt ,"① を無視する,② を認める,③ を採用する,④ を引きつける",3
acquire ,"① を購入する,② を分ける,③ を得る,④ を強く望む",3
expand ,"① （を）拡大する,② を調べる,③ を認める,④ （を）管理する",1
refuse ,"① に耐える,② を拒む,③ を妨げる,④ を明らかにする",2
strike ,"① を述べる,② の心を打つ,③ を避ける,④ を混ぜ",2
repeat ,"① （を）繰り返す,② （を）妨げる,③ 競争する,④ 訴える",1
consume ,"① を比較する,② を管理する,③ を消費する,④ を見なす",3
confuse ,"① を実施する,② を含む,③ をつなぐ,④ を混同する",4
select ,"① を解決する,② を広める,③ を選ぶ,④ を提案する",3
evolve ,"① 現れる,② 増加する,③ 存在する,④ （徐々に）発展する",4
convince ,"① を消費する,② を納得［確信］させる,③ を完成させる,④ を比較する",2
recall ,"① を思い出す,② に気づく,③ を放出する,④ を識別できる",1
destroy ,"① を定義する,② を決定する,③ について述べる,④ を破壊する",4
preserve ,"① を保存する,② を促進する,③ の方を好む,④ を妨げる",1
organize ,"① に反対する,② に気づく,③ を準備する,④ を提供する",3
warn ,"① （人）をびっくりさせる,② （人）を触発する,③ （人）に警告［注意］する,④ （人）に言及する ",3
address ,"① （問題など）に対処する,② を疑う,③ を当然のことと思う,④ を結び付けて考える ",1
operate ,"① を浪費する,② を指し示す,③ を準備する,④ を操作する",4
participate ,"① 参加する,② 寄与する,③ 頼る,④ 適応する",1
surround ,"① を供給する,② を取り巻く,③ を調査する,④ を放出する",2
flow ,"① 捜す,② 頼る,③ 起こる,④ 流れる",4
bore ,"① を掘る,② を噛む,③ 飢える,④ （人）を退屈させる",4
complain ,"① （と）不平［苦情］を言う,② を比較する,③ を見なす,④ （を）心配する ",1
host ,"① を出版する,② 停止する,③ を主催する,④ を印刷す",3
combine ,"① を比較する,② を含む,③ と不平［苦情］を言う,④ を結び付ける",4
extend ,"① を信頼する,② を引きつける,③ を認める,④ を伸［延］ばす",4
appreciate ,"① を正当に評価する,② と主張する,③ に言及する,④ を予言する",1
target ,"① （到達・攻撃）目標,② 料金,③ 貿易,④ 権利",1
element ,"① 要素,② 細胞,③ 源,④ 環境",1
principle ,"① 原則,② 影響（力）,③ 主張,④ 考え",1
phenomenon ,"① 特徴,② 現象,③ 規範,④ 影響",2
atmosphere ,"① 利点,② 表面,③ 地域,④ 大気",4
origin ,"① 起源,② 焦点,③ 細胞,④ 跡",1
personality ,"① 主義,② 個性,③ 規範,④ 個人",2
capacity ,"① 存在,② （最大）容量,③ 資源,④ 傾向",2
profit ,"① （社会の）慣習,② 利益,③ 価値,④ 数字",2
circumstance ,"① 状況,② 表面,③ 地域,④ 質",1
manner ,"① 範囲,② 原因,③ 作法,④ 問題",3
threat ,"① 影響,② 脅威,③ 状況,④ 苦痛",2
resident ,"① 個性,② 地域,③ 居住者,④ （職場の）同僚",3
wealth ,"① 状況,② 結果,③ 収入,④ 富",4
institution ,"① 機能,② 機関,③ 革命,④ 同僚",2
authority ,"① 先祖,② （関係）当局,③ 著者,④ 規",2
vote ,"① 投票,② 特性,③ 見解,④ （専門）用語",1
sight ,"① 焦点,② 光景,③ 考え方,④富",2
campaign ,"① 運動,② 争い,③ （社会的な）慣習,④ 結果",1
fund ,"① 基金,② 賃借料,③ 機能,④ 欠点",1
web ,"① 犯罪,② ウェブ,③ くし,④ 視覚",2
symbol ,"① 情熱,② 対称,③ 象徴,④ 共感",3
analysis ,"① 戦略,② 統計,③ 分析（結果）,④ 接近",3
version ,"① 傾向,② 価値,③ （本・製品などの）版,④ 特性",3
perspective ,"① 傾向,② 観点,③ 主義,④ 個性",2
crisis ,"① 原因,② 状況,③ 内容,④ 危機",4
disaster ,"① 災害,② 闘い,③ 気圧,④ 脅威",1
lecture ,"① 紹介,② 角度,③ 講義,④ 伝説",3
psychology ,"① 哲学,② 文学,③ 科学技術,④ 心理学",4
gender ,"① 個人,② （社会的・文化的）性,③ 先祖,④ 問題",2
custom ,"① 価値,② 地域,③ （社会的な）慣習,④ 媒体",3
court ,"① 作物,② 状況,③ 裁判所,④ （大）企業",3
desert ,"① 気圧,② 地域,③ 砂漠,④ 作物",3
soil ,"① 土地,② 骨折り,③ 湿度,④ 一巻き",1
agriculture ,"① 作物,② 資源,③ 農業,④ 産",3
fossil ,"① （生物の）種,② 材料,③ 焦点,④ 化石",4
document ,"① 請求書,② 文学,③ （公）文書,④ 内容",3
vocabulary ,"① 主張,② 語彙,③ 業績,④ 数字",2
intelligent ,"① 聡明な,② 積極的な,③ 明らかな,④ 独立した",1
conscious ,"① 必要不可欠な,② 意識して,③ 明らかな,④ 潜在的な",2
capable ,"① 適切な,② 独立した,③ 能力がある,④ 実際の",3
accurate ,"① 明らかな,② 正確な,③ 効率的な,④ 私的な",2
fundamental ,"① 基本的な,② 全般的な,③ 典型的な,④ 普遍的な",1
artificial ,"① 人工の,② 身体の,③ 財政（上）の,④ 公式の",1
firm ,"① 湿気のある,② 確固たる,③ 明らかな,④ 穏やかな",2
overall ,"① 総合的な,② 必要不可欠な,③ 攻撃的な,④ 十分な",1
rural ,"① 人の住まない,② 田舎の,③ 出生地の,④ 都市の",2
military ,"① 厳格な,② 社会的な,③ 暴力的な,④ 軍の",4
nuclear ,"① 遺伝（子）の,② 核の,③ 特定の,④ 身体の",2
biological ,"① 政治（上）の,② 生物学（上）の,③ 財政（上）の,④ 熱帯の",2
constant ,"① 普遍的な,② 絶え間ない,③ 複雑な,④ 忍耐強い",2
severe ,"① 正確な,② （人・規律・事態・天気などが）厳しい,③ 極端な,④ 珍しい ",2
visual ,"① 直接の,② 田舎の,③ 視覚の,④ 認知の",3
enormous ,"① 全般的な,② 最も重要な,③ 莫大な,④ さまざま",3
convenient ,"① 可動式の,② 忍耐強い,③ 便利な,④ 意識して",3
domestic ,"① 普通の,② 田舎の,③ 公の,④ 家庭の",4
mass ,"① 聴衆,② 在庫品,③ 大規模な,④ 傾向",3
typical ,"① 理想的な,② 典型的な,③ 必要な,④ 現在の",2
overseas ,"① 野外で,② 海外へ,③ 全般の,④ 前方に",2
nevertheless ,"① さらに,② それにもかかわらず,③ 同様に,④ それゆえに",2
demonstrate ,"① を論証［証明］する,② を信頼する,③ を決定する,④ を正当に評価する ",1
behave ,"① 頼る,② 振る舞う,③ 寄与する,④ 衰退する",2
educate ,"① を設立する,② を教育する,③ を表現する,④ と推定する",2
purchase ,"① を購入する,② を促進する,③ を妨げる,④ を信頼する",1
recommend ,"① を要請する,② を思い出す,③ を尊敬する,④ を勧める",4
