328, を準備する
329, （人）に警告［注意］する
330, （問題など）に対処する
331, を操作する
332, 参加する
333, を取り巻く
334, 流れる
335, （人）を退屈させる
336, （と）不平［苦情］を言う
337, を主催する
338, を結び付ける
339, を伸［延］ばす
340, を正当に評価する
341, （到達・攻撃）目標
342, 要素
343, 原則
344, 現象
345, 大気
346, 起源
347, 個性
348, （最大）容量
349, 利益
350, 状況
351, 作法
352, 脅威
353, 居住者
354, 富
355, 機関
356, （関係）当局
357, 投票
358, 光景
359, 運動
360, 基金
361, ウェブ
362, 象徴
363, 分析（結果）
364, （本・製品などの）版
365, 観点
366, 危機
367, 災害
368, 講義
369, 心理学
370, （社会的・文化的）性
371, （社会的な）慣習
372, 裁判所
373, 砂漠
374, 土地
375, 農業
376, 化石
377, （公）文書
378, 語彙
379, 聡明な
380, 意識して
381, 能力がある
382, 正確な
383, 基本的な
384, 人工の
385, 確固たる
386, 総合的な
387, 田舎の
388, 軍の
389, 核の
390, 生物学（上）の
391, 絶え間ない
392, （人・規律・事態・天気などが）厳しい
393, 視覚の
394, 莫大な
395, 便利な
396, 家庭の
397, 大規模な
398, 典型的な
399, 海外へ
400, それにもかかわらず
401, を論証［証明］する
402, 振る舞う
403, を教育する
404, を購入する
405, を勧める
406, （を）（しぶしぶ）認める
407, を生み出す
408, （を）調査［探究］する
409, をびっくりさせる
410, を引き裂く
411, を解決する
412, を持つ［する］余裕がある
413, と結論づける
414, を宣伝する
415, に遭遇する
416, に思い出させる
417, （受身形で）位置する 
418, を援助する
419, （を）かむ
420, を配達する
421, に気づく
422, を区別する
423, を暗に意味する
424, を処理する
425, を賞賛する
426, 訴える
427, （を）強く主張する 
428, 競う
429, を位置づける
430, を否定する
431, を拒否する
432, を意図する
433, をさらす
434, に賛成する
435, （人）を奮起させる
436, を提案する
437, （語）をつづる
438, 呼吸する
439, を修理する
440, 成る
441,意見
442, 指示
443, 宗教
444, 地域
445, 実験室
446, 存在
447, 自信
448,害
449, 器具
450, 部類
451, 資本
452, 結果
453, 概念
454, （書物などの）論評
455, 特性
456, 多様性
457, 犠牲（者）
458, 場合
459, 施設
460, 在庫品
461, 会議
462, 人類
463, 方言
464, 割合
465, 助言
466, 弁護士
467, （漠然と）物
468, 快適さ
469, 哲学
470, 哺乳動物
471,量
472, 風景
473, 部族
474, 器官
475, 試み
476, 規範
477, 規範
478, 物質
479, 多様な
480, 非常に数の多い
481, 狭い
482, 広範囲にわたる
483, 十分な
484, 適切な
485, 言語の
486,年1回の
487, 現代の
488, 反対の
489, （規則などが）厳しい
490, 市民の
491, 奇妙な
492, 不明の
493, よりすぐれた
494, 敏感な
495, （人・気質などが）激しい
496, 仮想の
497, かまわない
498, 即座の
499, 重要な
500, いくぶん
501, を解釈する
502, を翻訳する
503, （を）集中する
504, に頼む
505, を批判する
506, を克服する
507, を得る
508, に知らせる
509, を確実にする
510, を発表［公表］する
511, （人）に（許可・権利など）を与える
512, 凍る
513, に反対する
514, 異なる
515, をひどく嫌う
516, を強調する
517, を雇う
518, （功績など）を帰する
519, を変える
520, を建設する
521, 生じる
522, を打ち負かす 
523, を後悔する
524, を変える
525, を吸収する
526, を失望させる
527, を治す
528, を輸送する
529, 急いで行く
530, を掛ける
531, を責める
532, を（法的に）禁止する
533, を魅了する
534, 回復する
535, を祝う
536, を製造する
537, 影響し合う
538, の段取りをつける
539, を調整する
540, を確認する
541, 見識
542, 革新
543, 予算
544, 料金
545, 経費
546, 借金
547, 貸付金
548, 義務
549, 不安
550, 緊急（事態）
551, 民主主義
552, 大臣
553, 仲間
554, 候補（者）
555, （大）企業
556, 固定観念
557, 道（筋）
558, 障害
559, 憂うつ
560, 兵器
561, （他国からの）移民
562, 障壁
563, 不利（な点）
564, 気分
565, 動き
566, 決まり切った仕事
567, 規律
568, 作り話
569, 仮説
570, 医師
571, 顧客
572, 植民地
573, 統計
574, 穀物
575, 材料
576, 宝物
577, 契約（書）
578, 福祉
579, 主要な
580, 好奇心の強い
581, 劇的な
582, 明らかに異なる
583, 心配して
584, 必要不可欠な
585, 従来の
586, 抽象的な
587, 重要でない
588, 並はずれた
589, 安定した
590, 融通の利く
591, 簡潔な
592, 攻撃的な
593, （目に）見える
594, 思いがけない
595, 民族の
596, 異質の
597, 初めの
598, 正確な
599, 正確な
600, 後者の
601, （～ oneselfで） 献身する
602, を刺激する
603, （価値など）を高める
604, を追求する
605, 反応する
606, 不賛成である
607, じっと見る
608, を捨てる
609, をやめる
610, をとらえる
611, を移す
612, を悩ます
613, を説得する
614, を賃借りする
615, を繁殖させる
616, （を）投資する
617, を予約する
618, （足跡・起源など）をたどる
619, を説明する
620, に忠告［助言］する
621, を伝える
622, を（取り）付ける
623, を伸ばす
624, を当惑させる
625, をかき乱す
626, 衝突する
627, うまく処理する
628, を許可する
629, を感動させる
630, ではないかと思う 
631, を動揺させる
632, （人）を怖がらせる
633, を輸入する
634, （を）輸出する 
635, を調査する
636, を監視する
637, を計算する
638, を取り除く
639, を軽減する
640, を開始する
641, 連続
642, 療法
643, 症状
644, 出来事
645, 目撃者
646, （金）額
647, 負担
648, 口調
649, 光栄
650,賞
651, 優先（事項）
652, 論理
653, 最小限度
654, 例外
655, 手がかり
656,絆
657, ウイルス
658, （外科）手術
659, 保険
660,枠
661, 避難（所）
662, 領土
663, 境界（線）
664, 生息地
665, 地区
666, （動植物などの）保護
667, 収穫（物）
668, 捕食動物
669, わな
670, こつ
671, 責任
672, 割引
673, 偏見
674, 協力
675, 特許（権）
676, 対話
677, 構成要素
678, 評判
679, 言葉の
680, 内部の
681, しっかりした
682, 遠く離れた
683, 主要な
684, 高性能の
685, 等しい
686, 理性的な
687, 関係がある
688, 絶対的な
689, 頻繁な
690, 永続的な
691, 強烈な
692, 意味のある
693, 邪悪な
694, 絶滅した
695, 無作為の
696, 生の
697, 無礼な
698, 単なる
699, 熱帯の
700, 前へ
701, を所有している
702, を支配する
703, を保証する
704, 溶ける
705, に恥ずかしい思いをさせる
706, （人）にやる気をなくさせる 
707, を感知する
708, をささげる
709, に（強く）促す
710, を貸す
711, を制限する
712, を孤立させる
713, に同行する
714, を疲れ果てさせる
715, を悩ます
716, を危険にさらす
717, （事実など）を認める
718, に敬服［感心］する
719, を評価する
720, を宣言する
721, を確保する
722, 専門とする
723, （結果など）を帰する 
724, （の）ふりをする
725, を埋める
726, を逆転させる
727, に抵抗する
728, をおびえさせる
729, をまねる
730, （を）援助する 
731, に似ている
732, 引退する
733, をおろそかにする
734, 崩壊する
735, を改革する
736, （に）抗議する
737, に借りがある
738, を持続させる
739, を割り当てる
740, を成し遂げる
741, 知恵
742, 読み書きの能力
743, 遺産
744, 使命
745, 免許（証）
746, エリート
747, 層
748, モーター
749, たんぱく質
750, 職業
751, 編集者
752, 仲介者
753, 地球；世界
754, 避難所
755, 列
756, 犠牲
757, 手段
758, 集まり
759, （競技）連盟
760, コンテスト
761, 警備員
762, （試合・論争などの）相手
763, ちらっと見ること
764, 離婚
765, （生物の）組織
766, 液体
767, 不平等
768, 偏見
769, 公正
770, 指針
771, プラットフォーム
772, （社会・経済などの）部門
773, チャンネル
774, 氷河
775, 霊長目の動物
776, （使）用法
777, 財産
778, 相互関係
779, 芸術的な
780, 文学の
781, 第一級の
782, 自由主義の
783, 具体的な
784, わずかな
785, 連邦（政府）の
786, 原始的な
787, 不慣れな
788, 微妙な
789, 明らかな
790, 海の
791, 明白な
792, 気が進まない
793, 一時的な
794, 罪悪感のある
795, 王の
796, 純粋な
797, 信じられない
798, 熱望して
799, 十分な
800, ～経由で
801, を評価する
802, 賛成する
803, と述べる
804, （危険）を引き起こす
805, をもたらす
806, を示す
807, を分配する
808, を命じる
809, （空間・時間）を占める
810, ひょいと動く
811, を積み重ねる
812, に挨拶する
813, 謝る
814, をいら立たせる
815, を和らげる
816, 由来する
817, に値する
818, じっと見る
819, を負かす
820, を変える
821, と結婚する
822, を喜ばせる
823, を押し上げる
824, に耐える
825, 一致する
826, を課す
827, を救う
828, を解決する
829, を記録する
830, を中断させる
831, から取り除く
832, を禁止する
833, を構成する
834, （を）誤解する 
835, を罰する
836, をだめにする
837, を防御する
838, を受け入れる 
839, を修正する
840, （人）に資格を与える
841, 情熱
842, 熱情
843, 段階
844, 方式
845, 期間
846, 重力
847, 軌道
848, 小惑星
849, 核心
850, 精神
851, 神経
852, 感染（症）
853, モール
854, 食料雑貨
855, ユーモア
856, 本能
857, 信頼
858, 勇気
859, 動機（づけ）
860, 見込み
861, 障害（物）
862, 建築
863, （草木の）茎
864, 錯覚
865, 差別
866,恥
867, 干ばつ
868, 風味
869, 部分
870, 調理法
871, ぜいたく（品）
872, 小片
873, 儀式
874, （for the ～ ofで）のために
875, （日本の）県
876, （地方）議会
877, 管理（部）
878, 教育課程
879, 貴重な
880, 寛大な
881, 何気ない
882, 楽観的な
883, 粗い
884, 不愉快な
885, 北極の
886, 究極の
887, 耳が聞こえない
888, 本物の
889, 体［手］を使う
890, 機械の
891, 即時の
892, 余分
893, 免疫を持つ
894, 厳しい
895, 集団の
896, 避けられない
897, 重大な
898, 着実な
899, 成熟した
900, 同様に
901, （を）追跡する
902, を告訴する
903, じっと見る
904, 滑る
905, に積む
906, を圧倒する
907, 歩き回る
908, 漂う
909, を注ぐ
910, を代わりに使う
911, を発音する
912, 縮む
913, を回復させる
914, を引き起こす
915, をつかむ
916, を保持する
917, を複製する
918, 上下に動く
919, を楽しませる
920, 干渉する
921, を養う
922, の根底にある
923, を予期する
924, を正当化する
925, を規制する
926, を走査［スキャン］する
927, を分類する
928, を提出する
929, （一時的に）中止する
930, 傾く
931, ぶつかる
932, を折り畳む
933, 躊躇する
934, （液体・気体）をポンプで送り込む
935, を据えつける
936, を超える
937, を経験する
938, に立ち向かう
939, （に）相談する
940, を実現させる
941, 特権
942, 形成
943, 側面
944, ニューロン
945, 感覚
946, 図
947, 地理
948, （専門家の）一団
949, （2学期制の）学
950, 労働人口
951, 製造工場
952, 乱用
953, （道徳上の）悪
954, 運命
955, 悲劇（的な事態）
956, （予想される）筋書き
957, アレルギー
958, （銃弾・刃物などによる）傷
959, 抗生物質
960, ワクチン
961, 隠喩
962, 人々
963, （乗り物の）料金
964, 移り変わり
965, 最大限
966, 星雲
967, 鉱物
968, 骨格
969, 相当する物［人］
970, 脳卒中
971, 歩行者
972, （野山などの）小道
973, 生態学
974, きょうだい（の1人）
975, 比率
976, 混合（物）
977, 魅力
978, 願望
979, 卓越した
980, 急進的な
981, 即座の
982, 形式ばらない
983, 相互の
984, 中立の
985, 警戒して
986, 磁気の
987, 極地
988, 流ちょうな
989, 外部の
990, 受動的な
991, ひどい
992, 無関係の
993, 残酷な
994, 偽の
995, （攻撃などに）弱い
996, 緊急の
997, 精神の
998, 謙虚な
999, 熱心な
1000, それにもかかわらず
1001, 交渉する
1002, を把握［理解］する
1003, を寄付する
1004, を逮捕する
1005, ひびが入る
1006, を軽くたた
1007, を分割する
1008, を予想［予測］する 
1009, を除外する
1010, を見落とす
1011, 破裂する
1012, （人・傷など）を治す 
1013, を禁じる
1014, をインストールする 
1015, を減らす
1016, を引き合いに出す
1017, を引用する
1018, に異議を唱える
1019, を目立たせる
1020, （注意など）をそらす
1021, をだます
1022, をはぐくむ
1023, に従う
1024, を曲げる
1025, から（権利などを）奪
1026, （を）統治する
1027, （～ onで）ログオンする
1028, を伝える
1029, をいじめる
1030, 跳ぶ
1031, を驚かす
1032, をぞくぞくさせる
1033, うなずく
1034, おじぎする
1035, を混ぜる
1036, を複雑にする 
1037, を投げる
1038, 続く
1039, をささげる 
1040, に備えつける
1041, 前提
1042, 入力（情報）
1043, 利点
1044, 同情
1045, 賛辞
1046, インフラ
1047, 光線
1048, 苦悩
1049, 関節
1050, 遠征（隊）
1051, 青年
1052, （日）陰
1053, 陪審（員団）
1054, 倫理
1055, （刑）罰
1056, 能力
1057, 計画
1058, 栄養（の摂取）
1059, （微）粒子
1060, 分子
1061, 国籍
1062, 世論調査
1063, 診療所
1064, 認知症
1065, 疲労
1066, ジレンマ
1067, （順番を待つ）列
1068, （道路などの）カーブ
1069, 物語
1070, 指紋
1071, ファイル
1072, 荒野
1073, 殺虫剤
1074, パニック（状態）
1075, 織物
1076, 空想
1077, （気まぐれな）好み
1078, 美徳
1079, 感謝している
1080, 妥当な
1081, 入念な
1082, 適度な
1083, 活動的な
1084, 勇敢な
1085, すばらしい 
1086, 途方もない
1087, 口頭の
1088, 無罪の
1089, その後の
1090, 浅い
1091, 無関心な
1092, より劣った
1093, 気まずい
1094, 肥満した
1095, 妊娠した
1096, 親密な
1097, 中世の
1098, 神聖な
1099, 同時に
1100, （A ～ Bで）A対B
1101, 進む
1102, （人）を慣らす
1103, （インターネット上の情報など）を見て回る 
1104, をろ過する；を取り除く
1105, を縛る
1106, 訴える
1107, を強化する
1108, を蓄積する
1109, と確信する
1110, を主張する
1111, を構成する
1112, を引き受ける
1113, を握る
1114, （意見など）を退ける
1115, 薄れる
1116, を隠す
1117, （を）かむ
1118, （を）飲み込む
1119, を密閉する
1120, 移住する
1121, （を）誇張する 
1122, を非難する
1123, 消える
1124, を磨く
1125, を拭く
1126, （を）掃く
1127, を誤解させる
1128, を台無しにする
1129, を悪化させる
1130, 爆発する
1131, をむかつかせる
1132, 通勤［通学］する
1133, を装飾する
1134, を延期する
1135, をやめる
1136, 妥協する
1137, を選出する
1138, を取り［搾り］出す
1139, を受け継ぐ
1140, （人・動物・植物）を育てる
1141, 感情移入
1142, 合図
1143, 企業
1144, 生産（高）
1145, （米国などの）議会
1146, 千年間
1147, 人類
1148, イスラム教徒
1149, （動産・不動産などの）財産
1150, 地雷
1151, 用心
1152, 論争
1153, 総意
1154, 小売り
1155, 繊維（質）
1156, （よい）香り
1157, （水以外の）飲み物
1158, 栄養補助剤
1159, 糖尿病
1160, 州
1161, （岩や砂の）礁
1162, 微生物
1163, 過剰
1164, 美術館
1165, 名声
1166, 締め切り
1167, 学部学生
1168, 奴隷制度
1169, 獲物
1170, 散らかった状態［物］
1171, 不況
1172, 後退
1173, 墓
1174, コラム
1175, 景色
1176, （小説などの）筋
1177, 彫刻（作品）
1178, タブレット（型情報端末）
1179, 密集した
1180, 外来の
1181, 酸性の
1182, 苦い
1183, 賢明な
1184, 高貴な
1185, 漠然とした
1186, 平行［並行］の
1187, 張り詰めた
1188, 垂直の
1189, 原産の
1190, アボリジニの
1191, 季節の
1192, 豊富な
1193, ハイブリッドの
1194, 無関係の
1195, ばかげた
1196, 妖精の（ような）
1197, 感覚の
1198, 慢性の
1199, 自発的な
1200, 傾向がある
1201, を推論する
1202, を尊敬する
1203, に取り組む
1204, 危険を冒して進む
1205, を加速させる
1206, （人）を慣れさせる
1207, をおもしろがらせる
1208, 繁栄する
1209, 繁栄する
1210, をはぐくむ
1211, （を）クリックする
1212, 回転する
1213, を切り抜く
1214, を引きずる
1215, を投じる
1216, をまき散らす
1217, を気にさせる 
1218, を引き出す
1219, あくびをする
1220, まばたきする
1221, を染める
1222, をこぼす
1223, をいらいらさせる
1224, を侮辱する
1225, を施行［実施］する
1226, から（金品を）奪う
1227, （液体）を流出させる
1228, を停職［停学，出場停止］にする
1229, 漂う
1230, を許す
1231, を修正する
1232, を募る
1233, をねじる
1234, を押しつぶす
1235, をピンで留める
1236, を暴く
1237, を活用する
1238, を実行［実施］する
1239, を統合する
1240, を取り入れる
1241, 人物の紹介
1242, 食欲
1243, 衝動
1244, 台本
1245, （～周年）記念日
1246, 年金
1247, 気質
1248, 皮質
1249, 症候群
1250, （特定の目的の）部屋
1251, 公共事業
1252, 牛
1253, （牛などの）群れ
1254, 流動体
1255, 残念なこと
1256, 聖職者
1257, 知人
1258, 子孫
1259, 飢饉
1260, 森林伐採
1261, 刑務所
1262, 商品
1263, 書式
1264, 受け取る人
1265, 訓練
1266, 無能
1267, 共和国
1268, 戦闘
1269, （破壊された後の）残骸
1270, 病原菌（が起こす病気）
1271, わずか
1272, 指標
1273, 直観（力）
1274, 動機
1275, 同意
1276, （社会の）階層制
1277, 記念碑
1278, 資産
1279, まずまずの
1280, 有能な
1281, 単純な
1282, 化粧の
1283, 繊細な
1284, 室内の
1285, 透明な
1286, 美的な
1287, 故意の
1288, 人口統計学の
1289, 有史以前の
1290, 生まれながらの
1291, 穏やかな
1292, 有毒な
1293, 恥じて
1294, 謙虚な
1295, 特有の
1296, （傾斜が）急な
1297, ささいな
1298, 壮大な
1299, 無線（電信）の
1300, 継続している
1301, に自信を持って言う
1302, に先行する
1303, を復活させる
1304, に強いる
1305, 花が咲く
1306, を怖がらせる
1307, （法律・規則など）に違反する
1308, を抑える
1309, をだます
1310, を（巧みに）操る
1311, 飢える
1312, （から）逃げる
1313, （を）ささやく
1314, 叫ぶ
1315, を置く
1316, を限定する
1317, を揺らす
1318, を長引かせる
1319, を描く
1320, の要点を述べる 
1321, を捨て去る
1322, （光・熱など）を出す
1323, を更新する
1324, を利用する
1325, を主張する
1326, に負担をかける
1327, 努力する
1328, あえて［思い切って］…する
1329, を誇る
1330, をびっくりさせる
1331, の気分を害する
1332, （を）計算する
1333, を集める
1334, を悪化させる
1335, を（ぱっと）裏返す 
1336, （を）こする
1337, （を）降りる
1338, 補償する
1339, から成る
1340, 普及している
1341, 探究
1342, 尊厳
1343, （判断・評価の）基準
1344, 逆説
1345, （英国などの）議会
1346, 法律
1347, 協議事項（リスト）
1348, （活動・思潮などの）主流
1349, 軍隊
1350, 流行（病）
1351, 発生
1352, 混沌
1353, 悪夢（のような状況）
1354, 恐怖
1355, 集団
1356, 花粉
1357, ミツバチの巣（箱）
1358, 灌漑
1359, （薬の1回分の）服用量
1360, 自殺
1361, 祝宴
1362, （独特の）料理
1363, うわさ
1364, ことわざ
1365, 署名
1366, 方法
1367, 授業料
1368, 摂取量
1369, スペクトル
1370, 腎臓
1371, 用具（一式）
1372, （座席間などの）通路
1373, 深い悲しみ
1374, 運命
1375, 頭骨
1376, 墓
1377, 修道士
1378, 崇拝
1379, 際立った
1380, 前例のない
1381, 無限の
1382, 価値がある
1383, 不可欠な
1384, 義務的な
1385, 十分にありそうな
1386, あいまいな
1387, （世に）知られていない
1388, 懐疑的な
1389, 壊れやすい
1390, 静的な
1391, 徐々の
1392, 声の
1393, 鮮やかな
1394, 帝国の
1395, 敵意のある
1396, 表面的な
1397, 乏しい
1398, 総計の
1399, 生来の
1400, 注目に値する
1401, を最新のものにする
1402, （気分）をさわやかにする
1403, 花が咲く
1404, を征服する
1405, を引き起こす
1406, を獲得する
1407, を吹きかける
1408, （情報）を検索する 
1409, を描く
1410, を引っかく
1411, を指定する
1412, と矛盾する
1413, ため息をつく
1414, を混乱させる
1415, 出発する
1416, （を）誘導する
1417, に切に頼む
1418, に住んでいる
1419, （を）診断する
1420, を理解する
1421, に義務づける
1422, に詰め込む
1423, 群がる
1424, （を）過小評価する 
1425, を明確にする
1426, を引き起こす
1427, をつかむ
1428, 急上昇する
1429, 光り［照り］輝く
1430, を変装させる
1431, を歪める
1432, を徐々にむしばむ
1433, を廃止する
1434, を［から］取り去る
1435, （～ of で）を処分する
1436, を投棄する
1437, を織る
1438, を洗練する
1439, を豊かにする
1440, を調整する
1441, （新聞などの）見出し
1442, 実務［医学］研修
1443, 直売店
1444, 治療（法）
1445, 錠剤
1446, 反応
1447, （商）取引
1448, 突然変異（体）
1449, 乳製品
1450, 同情
1451, 姿勢
1452, 悪態
1453, 葬式
1454, 国勢調査
1455, 百科事典
1456, 穀物
1457, 断片
1458, （～の）部分
1459, ごみ
1460, 迷路
1461, 見
1462, 大発見
1463, 勝利
1464, 同盟国
1465, （試合などの）観客
1466, 領域
1467, 郡
1468, 利益
1469, （時間の）間隔
1470, 循環
1471, 刃
1472, 窃盗（罪）
1473, 真空
1474, 衝突
1475, 買い得品
1476, （ある場所の）目印
1477, 歳入
1478, （国家間の）条約
1479, 最高の
1480, 徹底的な
1481, 裸の
1482, 心からの
1483, 飼いならされた
1484, 不十分な
1485, 薄暗い
1486, （痛み・感情などが）激しい
1487, 障害のある
1488, 大都市の
1489, 金銭的な
1490, 代わりの
1491, 部分的な
1492, 神の
1493, 徹底的な
1494, 猛烈な
1495, 唯一の
1496, 自然発生的な
1497, 空間の
1498, きちんとした
1499, きちんとし
1500, 忠実な
1501, に恩恵を与える
1502, を取り戻す
1503, 順応する
1504, 登録する
1505, に権利を与える
1506, を止める
1507, （感情・行動など）を引き起こす 
1508, を侵略する
1509, 押し入る
1510, はう
1511, を消化する
1512, （声）を発する
1513, 控える
1514, に住む
1515, を収容する
1516, （を）操縦する
1517, 溺死する
1518, を浸す
1519, を浸す
1520, をかき回す
1521, を移植する
1522, を安心させる
1523, （を）再開する
1524, （と）推測する
1525, を上回る
1526, を任命する
1527, に興味を持たせる
1528, 腐敗する
1529, を汚染する
1530, 膨張する
1531, を削除する
1532, を許容する
1533, をうらやむ
1534, （を）祈る
1535, （を）告白する
1536, （を）辞任する
1537, （を）溶かす
1538, （閉じたもの）を開く 
1539, を目覚めさせる
1540, （を）思いつく 
1541, 起業家
1542, 利害関係
1543, 余剰
1544, インフレ（ーション）
1545, 搾取工場
1546, 衝突
1547, 社会学
1548, イデオロギー
1549, 余白
1550, 領域
1551, 分野
1552, アルゴリズム
1553, 大草原
1554, 最先端
1555, 銃弾
1556, 
1557, 絶望
1558, 放射能
1559, 偽薬
1560, 託児所
1561, 配偶者
1562, 化粧
1563, ミイラ
1564, （人・動物の）肉
1565, 手足
1566, におい
1567, 洗濯（物）
1568, 潮（の干満）
1569, アンケート
1570, ばかげた物［話，考え］
1571, 復讐
1572, 知性
1573, 親切なもてなし
1574, 司書
1575, （手書きの）原
1576, （考えなどに）取りつかれること
1577, 衛生（状態）
1578, 理論的枠組み
1579, 合法的な
1580, 本物の
1581, 経験的な
1582, 膨大な
1583, ばかげた
1584, 異様な
1585, 偶然の
1586, 不安な
1587, 嫉妬深い
1588, 女らしい
1589, 素早い
1590, 空洞の
1591, 大まかな
1592, 痛い
1593, 悲観的な
1594, 無駄な
1595, 影響を受けやすい
1596, 食用の
1597, 純然たる
1598, 明白な
1599, なりやすい
1600, 裕福な
1601, 共同して働く
1602, を及ぼす
1603, 秀でている
1604, 栄える
1605, 殺到する
1606, 介入する
1607, を挿入する
1608, を追い抜く
1609, をパチンと鳴らす 
1610, を彫る
1611, （受身形で） 中毒になる
1612, を非難する
1613, に有罪を宣告する
1614, を指図する
1615, （薬など）を処方する
1616, を抑制する
1617, はぐれる
1618, （を）歩き回る
1619, を同封する
1620, を実行する 
1621, 同時に起こる
1622, 遅れる
1623, しがみつく
1624, を消す
1625, （穀物など）をひく
1626, を編む
1627, （を）尋ねる 
1628, をうっかり表す
1629, 漏れる
1630, を粉砕する
1631, 跳ねる
1632, （都市などが）不規則に広がる
1633, 会話をする
1634, を暗唱する
1635, を無視する
1636, 眉をひそめる
1637, を呼び起こす
